,Date,Close,High,Low,Open,Volume,Symbol
0,2023-11-07,1149.6463623046875,1157.1896491962937,1147.5688910509045,1156.3487823509706,410732,RELIANCE.BO
1,2023-11-08,1155.7799072265625,1157.9562825197786,1148.8549230508781,1154.345373761458,635526,RELIANCE.BO
2,2023-11-09,1142.94384765625,1155.755140724787,1140.1491702293072,1152.7872903901336,423200,RELIANCE.BO
3,2023-11-10,1144.7493896484375,1146.0848981783922,1136.7608531835642,1141.6331225704484,999592,RELIANCE.BO
4,2023-11-13,1144.7493896484375,1150.0420320521198,1143.4385165954798,1150.0420320521198,255768,RELIANCE.BO
5,2023-11-15,1165.821044921875,1168.5169389596017,1150.932401308845,1155.2357602066406,209078,RELIANCE.BO
6,2023-11-16,1169.0115966796875,1174.1310661970053,1160.8252517852598,1162.3833249509344,871212,RELIANCE.BO
7,2023-11-17,1165.3017578125,1173.784815103525,1163.8919805893781,1166.0437204010611,1146200,RELIANCE.BO
8,2023-11-20,1162.0618896484375,1166.3652487292331,1155.9036240015967,1161.9134729707246,327648,RELIANCE.BO
9,2023-11-21,1176.50537109375,1181.0312946810552,1167.05766561509,1168.3685386750235,152016,RELIANCE.BO
10,2023-11-22,1181.080810546875,1184.5433027147435,1173.4880115596204,1173.636428233529,126484,RELIANCE.BO
11,2023-11-23,1184.7410888671875,1187.758451718836,1181.0807883775744,1181.0807883775744,455050,RELIANCE.BO
12,2023-11-24,1184.32080078125,1188.327326616026,1182.2927212421346,1182.2927212421346,1169720,RELIANCE.BO
13,2023-11-28,1184.4443359375,1186.54656321406,1174.774066312897,1183.6776171312686,706244,RELIANCE.BO
14,2023-11-29,1187.387451171875,1192.9521705327097,1186.2745072997081,1189.687486869498,647564,RELIANCE.BO
15,2023-11-30,1175.466552734375,1187.3874666700362,1172.9191961430217,1186.150862351488,8752268,RELIANCE.BO
16,2023-12-01,1183.9002685546875,1185.606758434237,1177.2473611911414,1177.7420029395412,5661114,RELIANCE.BO
17,2023-12-04,1197.527587890625,1209.398989009739,1184.6669033449182,1206.9505366813491,12956730,RELIANCE.BO
