,symbol,price,timestamp,lag1,lag2,lag3
0,RELIANCE.BO,1334.6446533203125,2024-10-24 00:00:00.000000,1333.524169921875,1338.30517578125,1363.6787109375
1,RELIANCE.BO,1322.4434814453125,2024-10-25 00:00:00.000000,1334.6446533203125,1333.524169921875,1338.30517578125
2,RELIANCE.BO,1328.9923095703125,2024-10-28 00:00:00.000000,1322.4434814453125,1334.6446533203125,1333.524169921875
3,RELIANCE.BO,1333.623779296875,2024-10-29 00:00:00.000000,1328.9923095703125,1322.4434814453125,1334.6446533203125
4,RELIANCE.BO,1327.299072265625,2024-10-31 00:00:00.000000,1333.623779296875,1328.9923095703125,1322.4434814453125
5,RELIANCE.BO,1333.773193359375,2024-11-01 00:00:00.000000,1327.299072265625,1333.623779296875,1328.9923095703125
6,RELIANCE.BO,1296.82080078125,2024-11-04 00:00:00.000000,1333.773193359375,1327.299072265625,1333.623779296875
7,RELIANCE.BO,1320.277099609375,2024-11-06 00:00:00.000000,1296.82080078125,1333.773193359375,1327.299072265625
8,RELIANCE.BO,1300.456298828125,2024-11-07 00:00:00.000000,1320.277099609375,1296.82080078125,1333.773193359375
9,RELIANCE.BO,1278.892333984375,2024-11-08 00:00:00.000000,1300.456298828125,1320.277099609375,1296.82080078125
10,RELIANCE.BO,1267.9859619140625,2024-11-11 00:00:00.000000,1278.892333984375,1300.456298828125,1320.277099609375
11,RELIANCE.BO,1268.0357666015625,2024-11-12 00:00:00.000000,1267.9859619140625,1278.892333984375,1300.456298828125
12,RELIANCE.BO,1247.2686767578125,2024-11-13 00:00:00.000000,1268.0357666015625,1267.9859619140625,1278.892333984375
13,RELIANCE.BO,1262.6572265625,2024-11-14 00:00:00.000000,1247.2686767578125,1268.0357666015625,1267.9859619140625
14,RELIANCE.BO,1255.63525390625,2024-11-18 00:00:00.000000,1262.6572265625,1247.2686767578125,1268.0357666015625
15,RELIANCE.BO,1236.3623046875,2024-11-19 00:00:00.000000,1255.63525390625,1262.6572265625,1247.2686767578125
16,RELIANCE.BO,1218.334228515625,2024-11-21 00:00:00.000000,1236.3623046875,1255.63525390625,1262.6572265625
17,RELIANCE.BO,1260.9141845703125,2024-11-22 00:00:00.000000,1218.334228515625,1236.3623046875,1255.63525390625
18,RELIANCE.BO,1282.6773681640625,2024-11-25 00:00:00.000000,1260.9141845703125,1218.334228515625,1236.3623046875
19,RELIANCE.BO,1290.396484375,2024-11-26 00:00:00.000000,1282.6773681640625,1260.9141845703125,1218.334228515625
20,RELIANCE.BO,1287.7569580078125,2024-11-27 00:00:00.000000,1290.396484375,1282.6773681640625,1260.9141845703125
21,RELIANCE.BO,1266.292724609375,2024-11-28 00:00:00.000000,1287.7569580078125,1290.396484375,1282.6773681640625
22,RELIANCE.BO,1287.3087158203125,2024-11-29 00:00:00.000000,1266.292724609375,1287.7569580078125,1290.396484375
23,RELIANCE.BO,1303.8427734375,2024-12-02 00:00:00.000000,1287.3087158203125,1266.292724609375,1287.7569580078125
24,RELIANCE.BO,1318.0858154296875,2024-12-03 00:00:00.000000,1303.8427734375,1287.3087158203125,1266.292724609375
25,RELIANCE.BO,1303.79296875,2024-12-04 00:00:00.000000,1318.0858154296875,1303.8427734375,1287.3087158203125
26,RELIANCE.BO,1315.9443359375,2024-12-05 00:00:00.000000,1303.79296875,1318.0858154296875,1303.8427734375
27,RELIANCE.BO,1306.581787109375,2024-12-06 00:00:00.000000,1315.9443359375,1303.79296875,1318.0858154296875
28,RELIANCE.BO,1289.998046875,2024-12-09 00:00:00.000000,1306.581787109375,1315.9443359375,1303.79296875
29,RELIANCE.BO,1279.8385009765625,2024-12-10 00:00:00.000000,1289.998046875,1306.581787109375,1315.9443359375
30,RELIANCE.BO,1273.015869140625,2024-12-11 00:00:00.000000,1279.8385009765625,1289.998046875,1306.581787109375
31,RELIANCE.BO,1258.822509765625,2024-12-12 00:00:00.000000,1273.015869140625,1279.8385009765625,1289.998046875
32,RELIANCE.BO,1268.28466796875,2024-12-13 00:00:00.000000,1258.822509765625,1273.015869140625,1279.8385009765625
33,RELIANCE.BO,1263.005859375,2024-12-16 00:00:00.000000,1268.28466796875,1258.822509765625,1273.015869140625
34,RELIANCE.BO,1240.1470947265625,2024-12-17 00:00:00.000000,1263.005859375,1268.28466796875,1258.822509765625
35,RELIANCE.BO,1248.0655517578125,2024-12-18 00:00:00.000000,1240.1470947265625,1263.005859375,1268.28466796875
36,RELIANCE.BO,1225.704833984375,2024-12-19 00:00:00.000000,1248.0655517578125,1240.1470947265625,1263.005859375
37,RELIANCE.BO,1201.20263671875,2024-12-20 00:00:00.000000,1225.704833984375,1248.0655517578125,1240.1470947265625
38,RELIANCE.BO,1217.2386474609375,2024-12-23 00:00:00.000000,1201.20263671875,1225.704833984375,1248.0655517578125
39,RELIANCE.BO,1218.633056640625,2024-12-24 00:00:00.000000,1217.2386474609375,1201.20263671875,1225.704833984375
40,RELIANCE.BO,1211.760498046875,2024-12-26 00:00:00.000000,1218.633056640625,1217.2386474609375,1201.20263671875
41,RELIANCE.BO,1216.0931396484375,2024-12-27 00:00:00.000000,1211.760498046875,1218.633056640625,1217.2386474609375
42,RELIANCE.BO,1206.083251953125,2024-12-30 00:00:00.000000,1216.0931396484375,1211.760498046875,1218.633056640625
43,RELIANCE.BO,1210.614990234375,2024-12-31 00:00:00.000000,1206.083251953125,1216.0931396484375,1211.760498046875
44,RELIANCE.BO,1216.7904052734375,2025-01-01 00:00:00.000000,1210.614990234375,1206.083251953125,1216.0931396484375
