,Date,Close,High,Low,Open,Volume,Symbol
0,2023-11-01,3182.13330078125,3219.707073843403,3163.4656557357534,3203.331243157114,16067,TCS.BO
1,2023-11-02,3208.29638671875,3222.6671416338268,3190.726976143202,3190.726976143202,39442,TCS.BO
2,2023-11-03,3199.60693359375,3234.5070350878214,3194.9279589425123,3234.5070350878214,124559,TCS.BO
3,2023-11-06,3232.55029296875,3240.475480999594,3208.3443871564587,3212.1638447602163,14209,TCS.BO
4,2023-11-07,3217.988525390625,3250.8835565051186,3214.121278045289,3232.2159113382927,38446,TCS.BO
5,2023-11-08,3228.15771484375,3248.4485826808955,3219.6595152098425,3225.484047986854,68334,TCS.BO
6,2023-11-09,3197.12451171875,3239.377258569659,3192.111473956778,3237.944962066238,35061,TCS.BO
7,2023-11-10,3182.3720703125,3195.931097961058,3172.3937841092225,3193.0187149613257,253510,TCS.BO
8,2023-11-13,3181.3212890625,3205.479402077126,3176.833473550968,3198.795352087689,32989,TCS.BO
9,2023-11-15,3245.87060546875,3258.9522011403287,3208.34438787914,3232.3115775965944,128174,TCS.BO
10,2023-11-16,3340.11572265625,3369.716519512266,3261.339408442659,3310.5149258002343,169895,TCS.BO
11,2023-11-17,3344.55517578125,3365.419052915712,3336.3434830946935,3360.1195096980123,271375,TCS.BO
12,2023-11-20,3360.453857421875,3373.6310309148043,3335.34088060585,3336.2479550341736,80442,TCS.BO
13,2023-11-21,3351.8603515625,3379.6467640852306,3343.934930887332,3363.9870821005343,48656,TCS.BO
14,2023-11-22,3370.52783203125,3373.010339330763,3323.8826178740937,3334.4339149802313,114862,TCS.BO
15,2023-11-23,3350.57080078125,3383.4658269546144,3341.0699482955797,3379.980665755724,196038,TCS.BO
16,2023-11-24,3301.5390625,3346.703959658077,3296.430444990337,3341.0703532540197,365537,TCS.BO
17,2023-11-28,3313.80859375,3322.9275939726326,3276.7122574658433,3297.1462591918107,58924,TCS.BO
18,2023-11-29,3354.533935546875,3358.25781314608,3318.296648109109,3318.296648109109,98285,TCS.BO
19,2023-11-30,3335.72314453125,3356.3483084661743,3324.169425362016,3349.139035745516,46364,TCS.BO
20,2023-12-01,3351.19189453125,3358.4009336154863,3332.4764607011934,3337.346361958136,441821,TCS.BO
21,2023-12-04,3351.239990234375,3384.994542460568,3341.070776888442,3373.5839586807465,48292,TCS.BO
22,2023-12-05,3370.57568359375,3377.3553139440064,3344.889925005896,3377.3553139440064,77724,TCS.BO
23,2023-12-06,3440.71044921875,3449.351784839156,3367.7108852775095,3371.1007002461165,48863,TCS.BO
24,2023-12-07,3453.457763671875,3467.1123701676042,3430.2069571899715,3453.6964797535447,37043,TCS.BO
25,2023-12-08,3462.7197265625,3479.5254311138196,3438.6094035285746,3456.751824821429,274344,TCS.BO
26,2023-12-11,3477.806884765625,3487.832960428574,3459.4735358918965,3462.7199814295227,22168,TCS.BO
27,2023-12-12,3506.3095703125,3532.0431170934203,3468.258133939897,3475.706122254677,77392,TCS.BO
28,2023-12-13,3431.54345703125,3485.2545720108697,3402.2291706799383,3476.6607936141304,115769,TCS.BO
29,2023-12-14,3501.105712890625,3510.41564028699,3456.847657096358,3456.847657096358,246373,TCS.BO
30,2023-12-15,3685.823974609375,3718.289360692844,3494.9942516908704,3494.9942516908704,272428,TCS.BO
31,2023-12-18,3683.86669921875,3751.6142789059627,3658.2762877580535,3685.7764279378885,73334,TCS.BO
32,2023-12-19,3640.038330078125,3678.1373228057605,3619.890599884901,3668.0156678694057,54142,TCS.BO
33,2023-12-20,3609.721435546875,3722.872857786181,3597.928767913128,3649.1095888580257,60720,TCS.BO
34,2023-12-21,3618.410400390625,3633.2585865736537,3565.845075135412,3565.845075135412,90556,TCS.BO
35,2023-12-22,3652.642333984375,3672.3601878861964,3592.8677375103484,3624.951270189785,127163,TCS.BO
36,2023-12-26,3623.328369140625,3660.806795016545,3609.482836014489,3609.482836014489,70216,TCS.BO
37,2023-12-27,3638.797119140625,3645.672095850628,3598.0244579354157,3624.235437772966,28290,TCS.BO
38,2023-12-28,3629.4873046875,3665.008213062527,3622.5167480768478,3649.587246546536,29256,TCS.BO
39,2023-12-29,3623.662109375,3650.3983088948826,3596.0666252618707,3626.4313556265406,105711,TCS.BO
40,2024-01-01,3638.606201171875,3658.9446254183226,3602.512281960775,3620.845630936216,68853,TCS.BO
41,2024-01-02,3612.490478515625,3642.2344091634777,3596.4487111383173,3642.2344091634777,28298,TCS.BO
42,2024-01-03,3524.929443359375,3599.8385029842425,3521.730554624169,3599.8385029842425,101894,TCS.BO
43,2024-01-04,3501.4873046875,3551.28338349779,3486.73469822817,3532.9978258368556,113458,TCS.BO
44,2024-01-05,3569.0439453125,3577.780860183789,3505.4976811615347,3505.4976811615347,226503,TCS.BO
45,2024-01-08,3511.704345703125,3569.4258452942413,3505.3545914357583,3569.043992827469,26313,TCS.BO
46,2024-01-09,3523.592529296875,3582.746561292422,3516.9084789580493,3550.9973221830005,87204,TCS.BO
47,2024-01-10,3546.079833984375,3561.6441701457106,3521.5398658169925,3523.5927310043917,99268,TCS.BO
48,2024-01-11,3567.564208984375,3601.7484000202567,3540.6370804016733,3554.9600459372787,205186,TCS.BO
49,2024-01-12,3706.4970703125,3729.4616056046743,3648.154995731538,3670.4509394511865,1168288,TCS.BO
50,2024-01-15,3726.2626953125,3786.0372992630864,3709.648148206076,3774.05370456678,89116,TCS.BO
51,2024-01-16,3686.73095703125,3726.1191082815835,3681.2404874630215,3726.1191082815835,25447,TCS.BO
52,2024-01-17,3708.836181640625,3733.5195177365345,3645.7675793532935,3662.7164211537597,41328,TCS.BO
53,2024-01-19,3764.313720703125,3784.1271545808827,3740.585250015514,3752.6166332331236,562002,TCS.BO
