,Date,Close,High,Low,Open,Volume,Symbol
0,2024-10-28,844.07763671875,852.1567855209627,841.4737633065607,846.2677706392333,4792090,HDFCBANK.BO
1,2024-10-29,852.2055053710938,858.3865266769852,839.6000551170048,839.6000551170048,574202,HDFCBANK.BO
2,2024-10-30,844.4183349609375,854.1522638942048,839.2593645085433,850.7210301807531,365220,HDFCBANK.BO
3,2024-10-31,844.3939819335938,846.6814908946849,836.6555559096466,841.9848582712235,1023508,HDFCBANK.BO
4,2024-11-01,845.7811279296875,851.2077459039257,841.3765012231617,851.2077459039257,89772,HDFCBANK.BO
5,2024-11-04,834.2220458984375,848.6038898667073,832.2509015775952,847.5331814771051,690350,HDFCBANK.BO
6,2024-11-05,855.5880126953125,857.8025053388186,826.4105838668448,831.2531898488212,560740,HDFCBANK.BO
7,2024-11-06,853.7385864257812,862.4261061432371,849.406976154901,859.1165465312599,446370,HDFCBANK.BO
8,2024-11-07,849.8450317382812,856.6344235606635,845.7811281975611,851.6944426313572,263262,HDFCBANK.BO
9,2024-11-08,853.9332275390625,857.2913853083653,849.8449657285212,850.2830043887907,334882,HDFCBANK.BO
10,2024-11-11,859.7979125976562,867.5363978180743,852.4731668770961,853.1788529453488,2016678,HDFCBANK.BO
11,2024-11-12,836.3148193359375,863.0344658874086,831.6669039609523,860.0899286484555,640674,HDFCBANK.BO
12,2024-11-13,818.2584228515625,841.4981788016961,813.9998288292867,832.8836752296824,759388,HDFCBANK.BO
13,2024-11-14,824.0257568359375,829.6227660735838,814.7298664191278,815.1922042873275,836956,HDFCBANK.BO
14,2024-11-18,829.5740966796875,836.5338796594864,824.7557899560719,830.4014568778733,780958,HDFCBANK.BO
15,2024-11-19,847.9468994140625,853.4952508878171,829.3307599951571,834.7087795917607,396570,HDFCBANK.BO
16,2024-11-21,847.8008422851562,855.9773662646967,843.7855966438293,854.6633096374644,364254,HDFCBANK.BO
17,2024-11-22,849.7476806640625,853.5682954943487,841.6442319424148,846.9248767760331,875302,HDFCBANK.BO
18,2024-11-25,868.5584716796875,876.9783440184208,859.0192331540949,865.8329834454021,2472600,HDFCBANK.BO
19,2024-11-26,868.9478759765625,878.0490760602798,861.4527385722834,876.0536324463899,446996,HDFCBANK.BO
20,2024-11-27,881.4072265625,884.4247206360645,868.8991521918794,869.799528696799,440080,HDFCBANK.BO
21,2024-11-28,872.5980224609375,893.5989848459748,870.2131981229945,884.8140907089509,431520,HDFCBANK.BO
22,2024-11-29,874.9098510742188,878.1220356365994,867.8283942386555,873.1577558048461,946180,HDFCBANK.BO
23,2024-12-02,878.2681274414062,879.9472064769003,863.8862231728418,874.9099099592289,355034,HDFCBANK.BO
24,2024-12-03,889.1213989257812,894.0613797817723,884.0354447813182,885.7388823584745,584826,HDFCBANK.BO
25,2024-12-04,905.2797241210938,907.6888477003819,891.2384844976915,894.5480440071324,940894,HDFCBANK.BO
26,2024-12-05,907.1048583984375,914.5026206015752,893.5260156940692,906.2287810325349,408008,HDFCBANK.BO
27,2024-12-06,903.5519409179688,907.2751805664449,897.3222027210944,905.1337043480702,617672,HDFCBANK.BO
28,2024-12-09,910.0250854492188,914.9893656900824,900.1694819092058,901.872919558097,596140,HDFCBANK.BO
29,2024-12-10,909.17333984375,912.5558564538636,904.5983812678236,910.2440482841805,159434,HDFCBANK.BO
30,2024-12-11,907.05615234375,910.633418789047,903.7953098851608,907.6888814947899,132976,HDFCBANK.BO
31,2024-12-12,904.7443237304688,909.4653148470431,900.0720497868627,900.3640557687406,301542,HDFCBANK.BO
32,2024-12-13,911.1201171875,912.3368583181095,890.1678111539287,902.9192344382413,456252,HDFCBANK.BO
33,2024-12-16,907.591552734375,910.1223504792544,902.8705615798293,906.7154753705084,267518,HDFCBANK.BO
34,2024-12-17,892.0415649414062,906.3504522682327,888.8780380573984,903.3329580818078,208110,HDFCBANK.BO
35,2024-12-18,881.5045776367188,893.4043413666129,879.679465967519,891.8712356822477,205646,HDFCBANK.BO
36,2024-12-19,872.86572265625,876.1509236868558,865.8329827329839,873.644484503566,372168,HDFCBANK.BO
37,2024-12-20,862.450439453125,874.7638235840286,859.943940936314,870.1888652231519,498684,HDFCBANK.BO
38,2024-12-23,876.540283203125,878.9251076271142,866.3196580241879,866.3196580241879,286684,HDFCBANK.BO
39,2024-12-24,874.9098510742188,879.0467707377417,870.7485728246717,877.9760029428245,392930,HDFCBANK.BO
40,2024-12-26,872.038330078125,881.6019268276901,867.1713657690522,874.8368345558418,209296,HDFCBANK.BO
