,symbol,price,timestamp,lag1,lag2,lag3,sma5,sma10,sma20,sma50,sma100,sma200
199,TCS.BO,4349.9375,2024-09-03 00:00:00.000000,4358.27587890625,4388.1611328125,4348.3466796875,4357.880859375,4351.821728515625,4225.284338378906,4068.0371337890624,3883.759841308594,3768.4711901855467
200,TCS.BO,4318.5576171875,2024-09-04 00:00:00.000000,4349.9375,4358.27587890625,4388.1611328125,4352.65576171875,4347.686083984375,4240.918664550782,4081.138974609375,3888.94611328125,3773.9012280273437
201,TCS.BO,4319.232421875,2024-09-05 00:00:00.000000,4318.5576171875,4349.9375,4358.27587890625,4346.83291015625,4340.8076171875,4255.844384765625,4094.0936865234376,3894.204541015625,3779.407448730469
202,TCS.BO,4297.2041015625,2024-09-06 00:00:00.000000,4319.232421875,4318.5576171875,4349.9375,4328.64150390625,4336.715283203125,4268.217822265625,4106.188491210937,3899.4866577148437,3784.7526818847655
203,TCS.BO,4292.8662109375,2024-09-09 00:00:00.000000,4297.2041015625,4319.232421875,4318.5576171875,4315.5595703125,4335.6548828125,4281.815588378906,4117.8704833984375,3904.3873681640625,3790.2313903808595
204,TCS.BO,4344.82763671875,2024-09-10 00:00:00.000000,4292.8662109375,4297.2041015625,4319.232421875,4314.53759765625,4336.209228515625,4295.160327148437,4129.101870117188,3909.638205566406,3796.0436694335935
205,TCS.BO,4323.95654296875,2024-09-11 00:00:00.000000,4344.82763671875,4292.8662109375,4297.2041015625,4315.6173828125,4334.136572265625,4309.097924804688,4140.465029296875,3915.240361328125,3801.7568432617186
206,TCS.BO,4354.75732421875,2024-09-12 00:00:00.000000,4323.95654296875,4344.82763671875,4292.8662109375,4322.72236328125,4334.77763671875,4324.62861328125,4151.127495117187,3921.812722167969,3807.301278076172
207,TCS.BO,4359.62548828125,2024-09-13 00:00:00.000000,4354.75732421875,4323.95654296875,4344.82763671875,4335.206640625,4331.924072265625,4335.743994140625,4161.067861328125,3928.51779296875,3812.398826904297
208,TCS.BO,4350.70849609375,2024-09-16 00:00:00.000000,4359.62548828125,4354.75732421875,4323.95654296875,4346.77509765625,4331.167333984375,4340.393090820313,4171.813813476562,3935.4779248046875,3817.4295910644532
209,TCS.BO,4341.6943359375,2024-09-17 00:00:00.000000,4350.70849609375,4359.62548828125,4354.75732421875,4346.1484375,4330.343017578125,4341.082373046875,4181.294565429687,3941.9850659179688,3822.3357934570313
210,TCS.BO,4190.2919921875,2024-09-18 00:00:00.000000,4341.6943359375,4350.70849609375,4359.62548828125,4319.41552734375,4317.516455078125,4332.60126953125,4187.916547851562,3946.8946313476563,3826.527952880859
211,TCS.BO,4142.33154296875,2024-09-19 00:00:00.000000,4190.2919921875,4341.6943359375,4350.70849609375,4276.93037109375,4299.8263671875,4320.3169921875,4194.281440429688,3951.73470703125,3830.386971435547
212,TCS.BO,4131.1962890625,2024-09-20 00:00:00.000000,4142.33154296875,4190.2919921875,4341.6943359375,4231.24453125,4283.2255859375,4309.970434570312,4200.120659179687,3956.266728515625,3834.29009765625
213,TCS.BO,4114.08447265625,2024-09-23 00:00:00.000000,4131.1962890625,4142.33154296875,4190.2919921875,4183.9197265625,4265.347412109375,4300.501147460937,4207.191162109375,3961.000029296875,3838.3528259277346
214,TCS.BO,4118.76025390625,2024-09-24 00:00:00.000000,4114.08447265625,4131.1962890625,4142.33154296875,4139.33291015625,4242.740673828125,4289.474951171875,4214.1089453125,3965.22865234375,3842.377584228516
215,TCS.BO,4122.18359375,2024-09-25 00:00:00.000000,4118.76025390625,4114.08447265625,4131.1962890625,4125.71123046875,4222.56337890625,4278.3499755859375,4216.051499023438,3969.94984375,3846.2158325195314
216,TCS.BO,4136.9326171875,2024-09-26 00:00:00.000000,4122.18359375,4118.76025390625,4114.08447265625,4124.6314453125,4200.780908203125,4267.779272460937,4218.61412109375,3974.4256030273436,3850.2218811035154
217,TCS.BO,4154.09228515625,2024-09-27 00:00:00.000000,4136.9326171875,4122.18359375,4118.76025390625,4129.21064453125,4180.227587890625,4256.075830078125,4221.378549804687,3979.3059423828126,3854.2363830566405
218,TCS.BO,4114.904296875,2024-09-30 00:00:00.000000,4154.09228515625,4136.9326171875,4122.18359375,4129.374609375,4156.64716796875,4243.907250976563,4220.686381835938,3983.0176220703124,3858.0547058105467
219,TCS.BO,4132.15966796875,2024-10-01 00:00:00.000000,4114.904296875,4154.09228515625,4136.9326171875,4132.0544921875,4135.693701171875,4233.018359375,4220.369184570312,3986.3523291015626,3861.862626953125
220,TCS.BO,4080.1982421875,2024-10-03 00:00:00.000000,4132.15966796875,4114.904296875,4154.09228515625,4123.657421875,4124.684326171875,4221.100390625,4219.331860351563,3989.2204150390626,3865.0600659179686
221,TCS.BO,4096.29833984375,2024-10-04 00:00:00.000000,4080.1982421875,4132.15966796875,4114.904296875,4115.53056640625,4120.081005859375,4209.953686523438,4218.302260742187,3992.3702954101564,3868.274267578125
222,TCS.BO,4118.61572265625,2024-10-07 00:00:00.000000,4096.29833984375,4080.1982421875,4132.15966796875,4108.43525390625,4118.82294921875,4201.024267578125,4217.647670898437,3996.356369628906,3871.553747558594
223,TCS.BO,4098.419921875,2024-10-08 00:00:00.000000,4118.61572265625,4096.29833984375,4080.1982421875,4105.13837890625,4117.256494140625,4191.301953125,4216.267182617187,3999.653981933594,3874.6568115234377
224,TCS.BO,4099.38330078125,2024-10-09 00:00:00.000000,4098.419921875,4118.61572265625,4096.29833984375,4098.58310546875,4115.318798828125,4179.029736328125,4213.651743164062,4003.3894873046875,3877.622178955078
225,TCS.BO,4076.343017578125,2024-10-10 00:00:00.000000,4099.38330078125,4098.419921875,4118.61572265625,4097.812060546875,4110.7347412109375,4166.649060058594,4210.724931640625,4007.10083984375,3880.8461755371095
226,TCS.BO,4001.3408203125,2024-10-11 00:00:00.000000,4076.343017578125,4099.38330078125,4098.419921875,4078.820556640625,4097.175561523438,4148.978234863282,4206.60560546875,4009.600983886719,3883.347352294922
227,TCS.BO,3987.891845703125,2024-10-14 00:00:00.000000,4001.3408203125,4076.343017578125,4099.38330078125,4052.67578125,4080.555517578125,4130.391552734375,4201.823969726563,4012.604794921875,3884.8576916503907
228,TCS.BO,3969.430908203125,2024-10-15 00:00:00.000000,3987.891845703125,4001.3408203125,4076.343017578125,4026.877978515625,4066.0081787109375,4111.327673339843,4196.4591015625,4015.5423022460936,3886.2855126953127
229,TCS.BO,3947.546875,2024-10-16 00:00:00.000000,3969.430908203125,3987.891845703125,4001.3408203125,3996.510693359375,4047.5468994140624,4091.6203002929688,4192.830458984375,4018.167666015625,3887.823054199219
230,TCS.BO,3958.537353515625,2024-10-17 00:00:00.000000,3947.546875,3969.430908203125,3987.891845703125,3972.949560546875,4035.380810546875,4080.032568359375,4191.883784179688,4020.2897875976564,3889.5671325683593
231,TCS.BO,3983.3251953125,2024-10-18 00:00:00.000000,3958.537353515625,3947.546875,3969.430908203125,3969.346435546875,4024.08349609375,4072.0822509765626,4191.135927734375,4023.0863525390623,3891.391705322266
232,TCS.BO,3941.23876953125,2024-10-21 00:00:00.000000,3983.3251953125,3958.537353515625,3947.546875,3960.0158203125,4006.34580078125,4062.584375,4188.96599609375,4025.5024462890624,3892.834686279297
233,TCS.BO,3880.839599609375,2024-10-22 00:00:00.000000,3941.23876953125,3983.3251953125,3958.537353515625,3942.29755859375,3984.5877685546875,4050.9221313476564,4186.1645703125,4027.377548828125,3894.1222424316406
234,TCS.BO,3930.07666015625,2024-10-23 00:00:00.000000,3880.839599609375,3941.23876953125,3983.3251953125,3938.803515625,3967.6571044921875,4041.4879516601563,4183.207446289062,4030.077321777344,3895.578641357422
235,TCS.BO,3912.101806640625,2024-10-24 00:00:00.000000,3930.07666015625,3880.839599609375,3941.23876953125,3929.51640625,3951.2329833984377,4030.9838623046876,4180.545390625,4033.267243652344,3896.9917150878905
236,TCS.BO,3921.524169921875,2024-10-25 00:00:00.000000,3912.101806640625,3930.07666015625,3880.839599609375,3917.156201171875,3943.251318359375,4020.2134399414062,4178.093002929688,4037.1890673828125,3898.481025390625
237,TCS.BO,3955.4931640625,2024-10-28 00:00:00.000000,3921.524169921875,3912.101806640625,3930.07666015625,3920.007080078125,3940.0114501953126,4010.283483886719,4174.456508789062,4041.086535644531,3900.065460205078
238,TCS.BO,3940.127197265625,2024-10-29 00:00:00.000000,3955.4931640625,3921.524169921875,3912.101806640625,3931.864599609375,3937.0810791015624,4001.54462890625,4168.104521484375,4044.749072265625,3901.703642578125
239,TCS.BO,3837.786376953125,2024-10-31 00:00:00.000000,3940.127197265625,3955.4931640625,3921.524169921875,3913.40654296875,3926.105029296875,3986.825964355469,4158.302075195313,4047.0919677734373,3903.2679272460937
240,TCS.BO,3851.46044921875,2024-11-01 00:00:00.000000,3837.786376953125,3940.127197265625,3955.4931640625,3901.278271484375,3915.3973388671875,3975.3890747070313,4148.133002929688,4048.762724609375,3905.017794189453
241,TCS.BO,3829.23388671875,2024-11-04 00:00:00.000000,3851.46044921875,3837.786376953125,3940.127197265625,3882.82021484375,3899.9882080078123,3962.035852050781,4136.957338867188,4049.6129760742188,3906.318741455078
242,TCS.BO,3999.70556640625,2024-11-06 00:00:00.000000,3829.23388671875,3851.46044921875,3837.786376953125,3891.6626953125,3905.8348876953123,3956.0903442382814,4130.188901367187,4052.5199609375,3908.7587463378904
243,TCS.BO,4009.948974609375,2024-11-07 00:00:00.000000,3999.70556640625,3829.23388671875,3851.46044921875,3905.62705078125,3918.7458251953126,3951.666796875,4124.3184765625,4055.570256347656,3911.190528564453
244,TCS.BO,4005.697021484375,2024-11-08 00:00:00.000000,4009.948974609375,3999.70556640625,3829.23388671875,3939.2091796875,3926.307861328125,3946.9824829101562,4117.646733398437,4058.7670288085938,3913.488615722656
245,TCS.BO,4054.06494140625,2024-11-11 00:00:00.000000,4005.697021484375,4009.948974609375,3999.70556640625,3979.730078125,3940.5041748046874,3945.8685791015623,4111.834370117187,4062.0137036132815,3915.9211193847655
246,TCS.BO,4054.935546875,2024-11-12 00:00:00.000000,4054.06494140625,4005.697021484375,4009.948974609375,4024.87041015625,3953.8453125,3948.5483154296876,4105.9661474609375,4065.7071875,3917.663312988281
247,TCS.BO,4009.611083984375,2024-11-13 00:00:00.000000,4054.935546875,4054.06494140625,4005.697021484375,4026.851513671875,3959.2571044921874,3949.63427734375,4098.395146484375,4069.1128564453124,3919.0800549316405
248,TCS.BO,4006.808349609375,2024-11-14 00:00:00.000000,4009.611083984375,4054.935546875,4054.06494140625,4026.223388671875,3965.9252197265623,3951.5031494140626,4091.3657958984377,4072.6217846679688,3920.6804406738283
249,TCS.BO,3884.414794921875,2024-11-18 00:00:00.000000,4006.808349609375,4009.611083984375,4054.935546875,4001.966943359375,3970.5880615234373,3948.346545410156,4082.055341796875,4075.046237792969,3921.5583337402345
250,TCS.BO,3903.54931640625,2024-11-19 00:00:00.000000,3884.414794921875,4006.808349609375,4009.611083984375,3971.863818359375,3975.7969482421877,3945.5971435546876,4073.75517578125,4077.4470751953127,3922.254510498047
251,TCS.BO,3940.22412109375,2024-11-21 00:00:00.000000,3903.54931640625,3884.414794921875,4006.808349609375,3948.921533203125,3986.8959716796876,3943.44208984375,4066.175009765625,4080.134348144531,3923.517677001953
252,TCS.BO,4103.06103515625,2024-11-22 00:00:00.000000,3940.22412109375,3903.54931640625,3884.414794921875,3967.6115234375,3997.2315185546877,3951.533203125,4062.2921484375,4084.2403198242187,3925.6613928222655
253,TCS.BO,4170.08056640625,2024-11-25 00:00:00.000000,4103.06103515625,3940.22412109375,3903.54931640625,4000.265966796875,4013.244677734375,3965.995251464844,4059.836435546875,4088.853459472656,3928.330224609375
254,TCS.BO,4205.59521484375,2024-11-26 00:00:00.000000,4170.08056640625,4103.06103515625,3940.22412109375,4064.50205078125,4033.2344970703125,3979.7711791992188,4057.051787109375,4093.076828613281,3931.209332275391
255,TCS.BO,4186.509765625,2024-11-27 00:00:00.000000,4205.59521484375,4170.08056640625,4103.06103515625,4121.094140625,4046.4789794921876,3993.4915771484375,4054.3028515625,4097.383940429688,3934.0037548828127
256,TCS.BO,4105.28369140625,2024-11-28 00:00:00.000000,4186.509765625,4205.59521484375,4170.08056640625,4154.1060546875,4051.5137939453125,4002.679553222656,4049.31337890625,4100.220437011719,3936.3173291015623
257,TCS.BO,4129.92626953125,2024-11-29 00:00:00.000000,4105.28369140625,4186.509765625,4205.59521484375,4159.4791015625,4063.5453125,4011.4012084960937,4044.71939453125,4102.893627929688,3938.5788989257812
258,TCS.BO,4129.34765625,2024-12-02 00:00:00.000000,4129.92626953125,4105.28369140625,4186.509765625,4151.33251953125,4075.7992431640623,4020.8622314453123,4040.292177734375,4106.052995605469,3940.289006347656
259,TCS.BO,4156.8896484375,2024-12-03 00:00:00.000000,4129.34765625,4129.92626953125,4105.28369140625,4141.59140625,4103.046728515625,4036.8173950195314,4036.596083984375,4108.945324707031,3942.106268310547
260,TCS.BO,4208.73681640625,2024-12-04 00:00:00.000000,4156.8896484375,4129.34765625,4129.92626953125,4146.03681640625,4133.565478515625,4054.6812133789062,4036.96498046875,4112.4407641601565,3943.415529785156
261,TCS.BO,4309.3857421875,2024-12-05 00:00:00.000000,4208.73681640625,4156.8896484375,4129.34765625,4186.8572265625,4170.481640625,4078.6888061523437,4040.306064453125,4117.2937524414065,3945.467947998047
